Resource,P2P (SFL),Date
Orange,0.06690333,2024-11-01 03:45
Eggplant,0.02566667,2024-11-01 03:45
Corn,0.0225,2024-11-01 03:45
Banana,0.0615,2024-11-01 03:45
Soybean,0.00624,2024-11-01 03:45
Grape,0.9634,2024-11-01 03:45
Rice,0.8124,2024-11-01 03:45
Olive,1.04978,2024-11-01 03:45
Tomato,0.01659,2024-11-01 03:45
Lemon,0.0195,2024-11-01 03:45
Wood,0.0345,2024-11-01 03:45
Stone,0.1318,2024-11-01 03:45
Iron,0.62568571,2024-11-01 03:45
Gold,2.0,2024-11-01 03:45
Egg,0.05166,2024-11-01 03:45
Honey,0.2618,2024-11-01 03:45
Crimstone,4.3475,2024-11-01 03:45
Goblin Emblem,0.1095,2024-11-01 03:45
Bumpkin Emblem,0.10224909,2024-11-01 03:45
Sunflorian Emblem,0.1478885,2024-11-01 03:45
Nightshade Emblem,0.0949965,2024-11-01 03:45
Sunflower,0.0014895,2024-11-01 04:00
Potato,0.002475,2024-11-01 04:00
Pumpkin,0.003081,2024-11-01 04:00
Carrot,0.00592745,2024-11-01 04:00
Cabbage,0.0048,2024-11-01 04:00
Beetroot,0.014422,2024-11-01 04:00
Cauliflower,0.015997,2024-11-01 04:00
Parsnip,0.02083625,2024-11-01 04:00
Radish,0.051225,2024-11-01 04:00
Wheat,0.06357917,2024-11-01 04:00
Kale,0.05675,2024-11-01 04:00
Apple,0.07749,2024-11-01 04:00
Blueberry,0.05580667,2024-11-01 04:00
Orange,0.06689,2024-11-01 04:00
Eggplant,0.02559833,2024-11-01 04:00
Corn,0.02349888,2024-11-01 04:00
Banana,0.06149,2024-11-01 04:00
Soybean,0.00624,2024-11-01 04:00
Grape,0.96338,2024-11-01 04:00
Rice,0.8124,2024-11-01 04:00
Olive,1.0496,2024-11-01 04:00
Tomato,0.01659,2024-11-01 04:00
Lemon,0.0195,2024-11-01 04:00
Wood,0.0344974,2024-11-01 04:00
Stone,0.1318,2024-11-01 04:00
Iron,0.62574,2024-11-01 04:00
Gold,2.05882353,2024-11-01 04:00
Egg,0.05165,2024-11-01 04:00
Honey,0.2618,2024-11-01 04:00
Crimstone,4.3474,2024-11-01 04:00
Goblin Emblem,0.1095,2024-11-01 04:00
Bumpkin Emblem,0.10224909,2024-11-01 04:00
Sunflorian Emblem,0.14788,2024-11-01 04:00
Nightshade Emblem,0.0949965,2024-11-01 04:00
Sunflower,0.00149,2024-11-01 04:30
Potato,0.002475,2024-11-01 04:30
Pumpkin,0.003081,2024-11-01 04:30
Carrot,0.005927,2024-11-01 04:30
Cabbage,0.0048,2024-11-01 04:30
Beetroot,0.014422,2024-11-01 04:30
Cauliflower,0.015995,2024-11-01 04:30
Parsnip,0.02083673,2024-11-01 04:30
Radish,0.05122353,2024-11-01 04:30
Wheat,0.0635,2024-11-01 04:30
Kale,0.056748,2024-11-01 04:30
Apple,0.075838,2024-11-01 04:30
Blueberry,0.05580526,2024-11-01 04:30
Orange,0.066885,2024-11-01 04:30
Eggplant,0.02559667,2024-11-01 04:30
Corn,0.0233,2024-11-01 04:30
Banana,0.064,2024-11-01 04:30
Soybean,0.006239,2024-11-01 04:30
Grape,0.9634,2024-11-01 04:30
Rice,0.8119975,2024-11-01 04:30
Olive,1.04958,2024-11-01 04:30
Tomato,0.01658,2024-11-01 04:30
Lemon,0.0195,2024-11-01 04:30
Wood,0.0344974,2024-11-01 04:30
Stone,0.1318,2024-11-01 04:30
Iron,0.62552,2024-11-01 04:30
Gold,2.05882353,2024-11-01 04:30
Egg,0.05163714,2024-11-01 04:30
Honey,0.26,2024-11-01 04:30
Crimstone,4.34736667,2024-11-01 04:30
Goblin Emblem,0.1095,2024-11-01 04:30
Bumpkin Emblem,0.102249,2024-11-01 04:30
Sunflorian Emblem,0.14785,2024-11-01 04:30
Nightshade Emblem,0.0949965,2024-11-01 04:30
Sunflower,0.001485,2024-11-01 04:45
Potato,0.002475,2024-11-01 04:45
Pumpkin,0.003081,2024-11-01 04:45
Carrot,0.00592628,2024-11-01 04:45
Cabbage,0.0048,2024-11-01 04:45
Beetroot,0.0144241,2024-11-01 04:45
Cauliflower,0.01599293,2024-11-01 04:45
Parsnip,0.02083462,2024-11-01 04:45
Radish,0.05122,2024-11-01 04:45
Wheat,0.0635,2024-11-01 04:45
Kale,0.056745,2024-11-01 04:45
Apple,0.0758425,2024-11-01 04:45
Blueberry,0.05580667,2024-11-01 04:45
Orange,0.06615385,2024-11-01 04:45
Eggplant,0.02559565,2024-11-01 04:45
Corn,0.0233,2024-11-01 04:45
Banana,0.06347826,2024-11-01 04:45
Soybean,0.006238,2024-11-01 04:45
Grape,0.9634,2024-11-01 04:45
Rice,0.8119975,2024-11-01 04:45
Olive,1.0495,2024-11-01 04:45
Tomato,0.01658,2024-11-01 04:45
Lemon,0.0195,2024-11-01 04:45
Wood,0.03420962,2024-11-01 04:45
Stone,0.1318,2024-11-01 04:45
Iron,0.62543333,2024-11-01 04:45
Gold,2.05881429,2024-11-01 04:45
Egg,0.05,2024-11-01 04:45
Honey,0.26,2024-11-01 04:45
Crimstone,4.34736667,2024-11-01 04:45
Goblin Emblem,0.1095,2024-11-01 04:45
Bumpkin Emblem,0.1022,2024-11-01 04:45
Sunflorian Emblem,0.14785,2024-11-01 04:45
Nightshade Emblem,0.09499714,2024-11-01 04:45
Sunflower,0.001484,2024-11-01 05:00
Potato,0.002475,2024-11-01 05:00
Pumpkin,0.003079,2024-11-01 05:00
Carrot,0.0059265,2024-11-01 05:00
Cabbage,0.0048,2024-11-01 05:00
Beetroot,0.014423,2024-11-01 05:00
Cauliflower,0.01599192,2024-11-01 05:00
Parsnip,0.0206,2024-11-01 05:00
Radish,0.051218,2024-11-01 05:00
Wheat,0.063566,2024-11-01 05:00
Kale,0.056744,2024-11-01 05:00
Apple,0.076,2024-11-01 05:00
Blueberry,0.0558,2024-11-01 05:00
Orange,0.06615385,2024-11-01 05:00
Eggplant,0.02559333,2024-11-01 05:00
Corn,0.0233,2024-11-01 05:00
Banana,0.06347826,2024-11-01 05:00
Soybean,0.006238,2024-11-01 05:00
Grape,0.9634,2024-11-01 05:00
Rice,0.81196,2024-11-01 05:00
Olive,1.04948889,2024-11-01 05:00
Tomato,0.0165797,2024-11-01 05:00
Lemon,0.0195,2024-11-01 05:00
Wood,0.0342095,2024-11-01 05:00
Stone,0.13179877,2024-11-01 05:00
Iron,0.62528333,2024-11-01 05:00
Gold,2.05882353,2024-11-01 05:00
Egg,0.05163333,2024-11-01 05:00
Honey,0.25908571,2024-11-01 05:00
Crimstone,4.34736667,2024-11-01 05:00
Goblin Emblem,0.1095,2024-11-01 05:00
Bumpkin Emblem,0.1022,2024-11-01 05:00
Sunflorian Emblem,0.14785,2024-11-01 05:00
Nightshade Emblem,0.09499714,2024-11-01 05:00
Sunflower,0.001484,2024-11-01 05:30
Potato,0.00248,2024-11-01 05:30
Pumpkin,0.00307843,2024-11-01 05:30
Carrot,0.00592629,2024-11-01 05:30
Cabbage,0.0048,2024-11-01 05:30
Beetroot,0.014418,2024-11-01 05:30
Cauliflower,0.015992,2024-11-01 05:30
Parsnip,0.0205981,2024-11-01 05:30
Radish,0.0512,2024-11-01 05:30
Wheat,0.0635666,2024-11-01 05:30
Kale,0.05673793,2024-11-01 05:30
Apple,0.0775,2024-11-01 05:30
Blueberry,0.055,2024-11-01 05:30
Orange,0.06688444,2024-11-01 05:30
Eggplant,0.02559,2024-11-01 05:30
Corn,0.0233,2024-11-01 05:30
Banana,0.062,2024-11-01 05:30
Soybean,0.0062367,2024-11-01 05:30
Grape,0.9634,2024-11-01 05:30
Rice,0.8118,2024-11-01 05:30
Olive,1.0496,2024-11-01 05:30
Tomato,0.015,2024-11-01 05:30
Lemon,0.01941667,2024-11-01 05:30
Wood,0.035,2024-11-01 05:30
Stone,0.13125,2024-11-01 05:30
Iron,0.64,2024-11-01 05:30
Gold,2.0588,2024-11-01 05:30
Egg,0.0516275,2024-11-01 05:30
Honey,0.25906,2024-11-01 05:30
Crimstone,4.4,2024-11-01 05:30
Goblin Emblem,0.1095,2024-11-01 05:30
Bumpkin Emblem,0.1022,2024-11-01 05:30
Sunflorian Emblem,0.145,2024-11-01 05:30
Nightshade Emblem,0.094993,2024-11-01 05:30
Sunflower,0.001498,2024-11-01 05:45
Potato,0.00247993,2024-11-01 05:45
Pumpkin,0.00307829,2024-11-01 05:45
Carrot,0.00592,2024-11-01 05:45
Cabbage,0.0048,2024-11-01 05:45
Beetroot,0.014418,2024-11-01 05:45
Cauliflower,0.01599,2024-11-01 05:45
Parsnip,0.02058,2024-11-01 05:45
Radish,0.0512,2024-11-01 05:45
Wheat,0.0636,2024-11-01 05:45
Kale,0.05673784,2024-11-01 05:45
Apple,0.07748387,2024-11-01 05:45
Blueberry,0.05499,2024-11-01 05:45
Orange,0.066875,2024-11-01 05:45
Eggplant,0.02551724,2024-11-01 05:45
Corn,0.0235,2024-11-01 05:45
Banana,0.062,2024-11-01 05:45
Soybean,0.005235,2024-11-01 05:45
Grape,0.9634,2024-11-01 05:45
Rice,0.8118,2024-11-01 05:45
Olive,1.0496,2024-11-01 05:45
Tomato,0.015,2024-11-01 05:45
Lemon,0.01941667,2024-11-01 05:45
Wood,0.035,2024-11-01 05:45
Stone,0.1318,2024-11-01 05:45
Iron,0.64,2024-11-01 05:45
Gold,2.0588,2024-11-01 05:45
Egg,0.05155,2024-11-01 05:45
Honey,0.25905,2024-11-01 05:45
Crimstone,4.4,2024-11-01 05:45
Goblin Emblem,0.1094995,2024-11-01 05:45
Bumpkin Emblem,0.1022,2024-11-01 05:45
Sunflorian Emblem,0.145,2024-11-01 05:45
Nightshade Emblem,0.094993,2024-11-01 05:45
Sunflower,0.0015,2024-11-01 06:00
Potato,0.00248,2024-11-01 06:00
Pumpkin,0.003078,2024-11-01 06:00
Carrot,0.00592615,2024-11-01 06:00
Cabbage,0.0048,2024-11-01 06:00
Beetroot,0.014415,2024-11-01 06:00
Cauliflower,0.01598793,2024-11-01 06:00
Parsnip,0.02040816,2024-11-01 06:00
Radish,0.0512,2024-11-01 06:00
Wheat,0.0635,2024-11-01 06:00
Kale,0.0567,2024-11-01 06:00
Apple,0.0775,2024-11-01 06:00
Blueberry,0.050625,2024-11-01 06:00
Orange,0.066875,2024-11-01 06:00
Eggplant,0.02551667,2024-11-01 06:00
Corn,0.0235,2024-11-01 06:00
Banana,0.06225556,2024-11-01 06:00
Soybean,0.0062359,2024-11-01 06:00
Grape,0.9634,2024-11-01 06:00
Rice,0.8116,2024-11-01 06:00
Olive,1.15107879,2024-11-01 06:00
Tomato,0.015,2024-11-01 06:00
Lemon,0.01941667,2024-11-01 06:00
Wood,0.03499756,2024-11-01 06:00
Stone,0.1318,2024-11-01 06:00
Iron,0.6375,2024-11-01 06:00
Gold,2.05882353,2024-11-01 06:00
Egg,0.05111111,2024-11-01 06:00
Honey,0.25902,2024-11-01 06:00
Crimstone,4.3999,2024-11-01 06:00
Goblin Emblem,0.1094995,2024-11-01 06:00
Bumpkin Emblem,0.1022,2024-11-01 06:00
Sunflorian Emblem,0.145,2024-11-01 06:00
Nightshade Emblem,0.094993,2024-11-01 06:00
Sunflower,0.0015,2024-11-01 06:30
Potato,0.00248,2024-11-01 06:30
Pumpkin,0.003,2024-11-01 06:30
Carrot,0.0058999,2024-11-01 06:30
Cabbage,0.0048,2024-11-01 06:30
Beetroot,0.014411,2024-11-01 06:30
Cauliflower,0.0159848,2024-11-01 06:30
Parsnip,0.02038174,2024-11-01 06:30
Radish,0.05122813,2024-11-01 06:30
Wheat,0.058831,2024-11-01 06:30
Kale,0.054165,2024-11-01 06:30
Apple,0.0775,2024-11-01 06:30
Blueberry,0.051426,2024-11-01 06:30
Orange,0.06686,2024-11-01 06:30
Eggplant,0.02546925,2024-11-01 06:30
Corn,0.023962,2024-11-01 06:30
Banana,0.06298,2024-11-01 06:30
Soybean,0.006234,2024-11-01 06:30
Grape,0.962,2024-11-01 06:30
Rice,0.8116,2024-11-01 06:30
Olive,1.151075,2024-11-01 06:30
Tomato,0.015,2024-11-01 06:30
Lemon,0.019,2024-11-01 06:30
Wood,0.035,2024-11-01 06:30
Stone,0.1318,2024-11-01 06:30
Iron,0.6374,2024-11-01 06:30
Gold,2.0588,2024-11-01 06:30
Egg,0.04695,2024-11-01 06:30
Honey,0.25789286,2024-11-01 06:30
Crimstone,4.3998,2024-11-01 06:30
Goblin Emblem,0.1094995,2024-11-01 06:30
Bumpkin Emblem,0.1022,2024-11-01 06:30
Sunflorian Emblem,0.145,2024-11-01 06:30
Nightshade Emblem,0.09499,2024-11-01 06:30
Sunflower,0.001645,2024-11-01 07:00
Potato,0.0024798,2024-11-01 07:00
Pumpkin,0.003,2024-11-01 07:00
Carrot,0.0058999,2024-11-01 07:00
Cabbage,0.0048,2024-11-01 07:00
Beetroot,0.0144108,2024-11-01 07:00
Cauliflower,0.0159848,2024-11-01 07:00
Parsnip,0.020275,2024-11-01 07:00
Radish,0.05121875,2024-11-01 07:00
Wheat,0.05883,2024-11-01 07:00
Kale,0.054165,2024-11-01 07:00
Apple,0.076,2024-11-01 07:00
Blueberry,0.051426,2024-11-01 07:00
Orange,0.06684,2024-11-01 07:00
Eggplant,0.02546833,2024-11-01 07:00
Corn,0.02396163,2024-11-01 07:00
Banana,0.06298,2024-11-01 07:00
Soybean,0.006234,2024-11-01 07:00
Grape,0.962,2024-11-01 07:00
Rice,0.8116,2024-11-01 07:00
Olive,1.15107407,2024-11-01 07:00
Tomato,0.015,2024-11-01 07:00
Lemon,0.019,2024-11-01 07:00
Wood,0.0352,2024-11-01 07:00
Stone,0.1318,2024-11-01 07:00
Iron,0.6374,2024-11-01 07:00
Gold,2.05878,2024-11-01 07:00
Egg,0.04694955,2024-11-01 07:00
Honey,0.25789118,2024-11-01 07:00
Crimstone,4.39981818,2024-11-01 07:00
Goblin Emblem,0.10857143,2024-11-01 07:00
Bumpkin Emblem,0.1022,2024-11-01 07:00
Sunflorian Emblem,0.145,2024-11-01 07:00
Nightshade Emblem,0.09499,2024-11-01 07:00
Sunflower,0.001644,2024-11-01 07:15
Potato,0.0024798,2024-11-01 07:15
Pumpkin,0.003,2024-11-01 07:15
Carrot,0.0059255,2024-11-01 07:15
Cabbage,0.00490054,2024-11-01 07:15
Beetroot,0.014411,2024-11-01 07:15
Cauliflower,0.01589532,2024-11-01 07:15
Parsnip,0.02027417,2024-11-01 07:15
Radish,0.05121875,2024-11-01 07:15
Wheat,0.05881875,2024-11-01 07:15
Kale,0.05555,2024-11-01 07:15
Apple,0.0775,2024-11-01 07:15
Blueberry,0.05142727,2024-11-01 07:15
Orange,0.06686,2024-11-01 07:15
Eggplant,0.02546772,2024-11-01 07:15
Corn,0.02396163,2024-11-01 07:15
Banana,0.06298,2024-11-01 07:15
Soybean,0.006234,2024-11-01 07:15
Grape,0.962,2024-11-01 07:15
Rice,0.81125,2024-11-01 07:15
Olive,1.15107407,2024-11-01 07:15
Tomato,0.015,2024-11-01 07:15
Lemon,0.01899,2024-11-01 07:15
Wood,0.0352,2024-11-01 07:15
Stone,0.13,2024-11-01 07:15
Iron,0.63683571,2024-11-01 07:15
Gold,2.04545455,2024-11-01 07:15
Egg,0.04461,2024-11-01 07:15
Honey,0.25586957,2024-11-01 07:15
Crimstone,4.2,2024-11-01 07:15
Goblin Emblem,0.108571,2024-11-01 07:15
Bumpkin Emblem,0.1022,2024-11-01 07:15
Sunflorian Emblem,0.145,2024-11-01 07:15
Nightshade Emblem,0.09499,2024-11-01 07:15
Sunflower,0.0016436,2024-11-01 07:45
Potato,0.0024798,2024-11-01 07:45
Pumpkin,0.003,2024-11-01 07:45
Carrot,0.0059255,2024-11-01 07:45
Cabbage,0.00490054,2024-11-01 07:45
Beetroot,0.01441375,2024-11-01 07:45
Cauliflower,0.01589532,2024-11-01 07:45
Parsnip,0.02027417,2024-11-01 07:45
Radish,0.05125,2024-11-01 07:45
Wheat,0.058826,2024-11-01 07:45
Kale,0.0567,2024-11-01 07:45
Apple,0.07993364,2024-11-01 07:45
Blueberry,0.051424,2024-11-01 07:45
Orange,0.06686,2024-11-01 07:45
Eggplant,0.02546667,2024-11-01 07:45
Corn,0.0239587,2024-11-01 07:45
Banana,0.063,2024-11-01 07:45
Soybean,0.006233,2024-11-01 07:45
Grape,0.962,2024-11-01 07:45
Rice,0.811,2024-11-01 07:45
Olive,1.15107,2024-11-01 07:45
Tomato,0.015,2024-11-01 07:45
Lemon,0.01898,2024-11-01 07:45
Wood,0.03529747,2024-11-01 07:45
Stone,0.13,2024-11-01 07:45
Iron,0.63681833,2024-11-01 07:45
Gold,2.04545455,2024-11-01 07:45
Egg,0.04461,2024-11-01 07:45
Honey,0.25583333,2024-11-01 07:45
Crimstone,4.2,2024-11-01 07:45
Goblin Emblem,0.108571,2024-11-01 07:45
Bumpkin Emblem,0.1022,2024-11-01 07:45
Sunflorian Emblem,0.145,2024-11-01 07:45
Nightshade Emblem,0.09499,2024-11-01 07:45
Sunflower,0.0016436,2024-11-01 08:00
Potato,0.0024798,2024-11-01 08:00
Pumpkin,0.003,2024-11-01 08:00
Carrot,0.00592579,2024-11-01 08:00
Cabbage,0.00490066,2024-11-01 08:00
Beetroot,0.01441375,2024-11-01 08:00
Cauliflower,0.015895,2024-11-01 08:00
Parsnip,0.02,2024-11-01 08:00
Radish,0.05125,2024-11-01 08:00
Wheat,0.0588,2024-11-01 08:00
Kale,0.0567,2024-11-01 08:00
Apple,0.08,2024-11-01 08:00
Blueberry,0.05142,2024-11-01 08:00
Orange,0.06683846,2024-11-01 08:00
Eggplant,0.02546087,2024-11-01 08:00
Corn,0.02395867,2024-11-01 08:00
Banana,0.063,2024-11-01 08:00
Soybean,0.00623292,2024-11-01 08:00
Grape,0.9611,2024-11-01 08:00
Rice,0.811,2024-11-01 08:00
Olive,1.15106,2024-11-01 08:00
Tomato,0.015,2024-11-01 08:00
Lemon,0.01898,2024-11-01 08:00
Wood,0.03529517,2024-11-01 08:00
Stone,0.132475,2024-11-01 08:00
Iron,0.63683,2024-11-01 08:00
Gold,2.04545455,2024-11-01 08:00
Egg,0.04461,2024-11-01 08:00
Honey,0.25583333,2024-11-01 08:00
Crimstone,4.2,2024-11-01 08:00
Goblin Emblem,0.108571,2024-11-01 08:00
Bumpkin Emblem,0.1022,2024-11-01 08:00
Sunflorian Emblem,0.145,2024-11-01 08:00
Nightshade Emblem,0.09499,2024-11-01 08:00
